title	originalTitle	sortingTitle	summary	platformList	criticsScore	developers	genres	publishers	releaseDate	originalReleaseDate	themes	gameMins	tags	dlcs	isHidden	osCompatibility	backgroundImage	squareIcon	verticalCover
Ben 10: Power Trip	Ben 10: Power Trip	Ben 10 Power Trip	Ben and his family are enjoying their European vacation... until evil magician Hex unleashes the power of four mysterious crystals! Only Ben 10 can break the curse – so get ready to transform into powerful aliens to battle enemies, solve puzzles and freely explore an exciting 3D world. It’s hero time! With Gwen and Grandpa Max on your side, all the humor and rivalry from the Cartoon Network show is here. And since four arms are better than two, Kevin Levin is along for the adventure in local split-screen co-op. This is one Power Trip you’ll want to take again and again. It’s hero time!	['Xbox Live']	72	['PHL Collective']	"['Adventure', ""Hack and slash/Beat 'em up"", 'Platform']"	['Outright Games']	2020-09-08	2020-09-08	['Action', 'Comedy']				False	['Windows']	https://images.gog.com/3f1b385268a7200c9b0edb00ad65c7705280000aaa7cb88aa2323c944f443b57_glx_bg_top_padding_7.webp?namespace=gamesdb	https://images.gog.com/1678e768ea0e3165f031d424a30e4c64c9cbeed3bbb2c2a04a3845e32c5432f3_glx_square_icon_v2.webp?namespace=gamesdb	https://images.gog.com/ef3dc07bf391c282ff66dff008539082c646d9d11176ae03d316df0042ccea1b_glx_vertical_cover.webp?namespace=gamesdb
Beneath a Steel Sky	Beneath a Steel Sky	Beneath a Steel Sky	Beneath a Steel Sky is a cyberpunk, point and click, adventure game. You assume the role of Robert Foster and embark on a quest to make the world a better place, along with your robot companion Joey.	['GOG']		['Revolution Software']	['Adventure', 'Indie', 'Point-and-click']	['Revolution Software', 'Virgin Interactive Entertainment (Europe) Ltd.', 'Virgin Interactive Entertainment, Inc.']	1994-04-11	1994-04-11	['Science fiction']				False	['Linux', 'macOS', 'Windows']	https://images.gog.com/2ddb74da4bb18466ea716abfa56674d48858483f6a07e94f16792b4304e16b0c_glx_bg_top_padding_7.webp?namespace=gamesdb	https://images.gog.com/69140ff481409e4f6d553c5bb43ae63d28c3b44a8266408001e196168083c008_glx_square_icon_v2.webp?namespace=gamesdb	https://images.gog.com/cfa2550bbfd27506a0b5099423aab3cc0cbfb1ae2edcef4d32a6faa38e7721a6_glx_vertical_cover.webp?namespace=gamesdb
Besiege Console (Game Preview)	Besiege Console (Game Preview)	Besiege Console Game Preview	Besiege is a physics based building game in which you construct medieval siege engines and lay waste to immense fortresses and peaceful hamlets. Build a machine which can crush windmills, wipe out battalions of brave soldiers and transport valuable resources, defending your creation against cannons, archers and whatever else the desperate enemies have at their disposal. Create a trundling behemoth, or take clumsily to the skies, and cause carnage in fully destructible environments. Ultimately, you must conquer every Kingdom by crippling their castles and annihilating their men and livestock, in as creative or clinical a manner as possible!	['Xbox Live']		['Spiderling Studios']	['Indie', 'Puzzle', 'Simulator', 'Strategy']	['Spiderling Studios']	2022-02-10	2022-02-10	['Action', 'Historical', 'Sandbox', 'Warfare']				False		https://images.gog.com/11b0f41d8fe1b40533a3245fe47881b30a8d1bb983e510a9c88d7e4a487ccf70_glx_bg_top_padding_7.webp?namespace=gamesdb	https://images.gog.com/86ef4a06bb143fda0ee9edd5be74d3ce08da1870eb0b4dbb8575753036823ced_glx_square_icon_v2.webp?namespace=gamesdb	https://images.gog.com/4fa38c34aefbaddafb4884b6ab0b9c20b491d8518616720ad5a4662f0431574a_glx_vertical_cover.webp?namespace=gamesdb
Besiege (Game Preview)	Besiege (Game Preview)	Besiege Game Preview	Besiege is a physics based building game in which you construct medieval siege engines and lay waste to immense fortresses and peaceful hamlets.\n\nBuild a machine which can crush windmills, wipe out battalions of brave soldiers and transport valuable resources, defending your creation against cannons, archers and whatever else the desperate enemies have at their disposal.	['Xbox Live']	85	['Spiderling Games']	['Indie', 'Puzzle', 'Simulator', 'Strategy']	['Spiderling Games']	2020-02-18	2020-02-18	['Action', 'Historical', 'Sandbox', 'Warfare']				False	['Windows']	https://images.gog.com/292244dc6fcfd5d61e31916ae5d1fe5b4adeeadec5d30506644b97df7c60d6cd_glx_bg_top_padding_7.webp?namespace=gamesdb	https://images.gog.com/e8ac0e0cc9e58feaef8dc80cfd5d68267b4d9a9b2c2d727cf37945aa106f1f6d_glx_square_icon_v2.webp?namespace=gamesdb	https://images.gog.com/3a30891aff0e4e9fd2342c139e2081f44f1c14c200abccb6cf587b5d10611bd5_glx_vertical_cover.webp?namespace=gamesdb
Between Two Castles - Digital Edition	Between Two Castles - Digital Edition	Between Two Castles Digital Edition	Between Two Castles brings the delightful experience of the original board game to your computer! Build castles, make strategies and play online with your friends!	['Steam']		['Daisu Games']	['Strategy']	['Daisu Games']	2019-11-15	2019-11-15					False	['Windows']	https://images.gog.com/351ef67f472f0fc6540ef89e49d9d44e9ee629a2f498fad9dc412c5436f4db97_glx_bg_top_padding_7.webp?namespace=gamesdb	https://images.gog.com/ddaaeed0f856deb3a3b8f6fa49acb60d9b6868303dc5be3af454414d62ebf16e_glx_square_icon_v2.webp?namespace=gamesdb	https://images.gog.com/8be7557aa719b980a074919b93e1949f735b210768da3bf3108d6f241476778f_glx_vertical_cover.webp?namespace=gamesdb
Beyond Good and Evil	Beyond Good and Evil	Beyond Good and Evil	Beyond Good & Evil is an action-adventure game with elements of puzzle-solving and stealth-based games. The player controls the protagonist, Jade, from a third-person perspective. Jade can run, move stealthily, jump over obstacles and pits, climb ladders, push or bash doors and objects, and flatten herself against walls. As Jade, the player investigates a number of installations in search of the truth about a war with an alien threat.	['Uplay']	91	['Ubisoft Milan', 'Ubisoft Montpellier', 'Ubisoft Shanghai']	['Adventure', 'Shooter']	['Ubisoft']	2003-11-11	2003-11-11	['Action', 'Science fiction', 'Stealth']				False	['Windows']	https://images.gog.com/e9ecc4fe793165308cd81967d3e1ec1d0ab76e2eade894dfbac934285f97fa98_glx_bg_top_padding_7.webp?namespace=gamesdb	https://images.gog.com/039adfa11593cb9729bb21fc4757489dfe7349ae032e4e1b6b68424ec025337e_glx_square_icon_v2.webp?namespace=gamesdb	https://images.gog.com/ae63b038bbdd1f2b3e0c25d14c7328b9caff5a9a88f91a150bc941f85975894a_glx_vertical_cover.webp?namespace=gamesdb
Beyond: Two Souls	Beyond: Two Souls	Beyond Two Souls	"This is an action game in which players assume the role of Jodie Holmes and her invisible companion ""Aiden"" through fifteen years of Jodie's life. From a third-person perspective, players control Jodie through fully interactive environments, choosing a variety of action-, dialogue-, and decision-paths based on on-screen prompts. Some choices can lead to depictions of violence: Jodie attacking assailants with punches, kicks, and various objects (e.g., tree branches and knives; impaling an enemy with a pipe). As the character Aiden, players solve puzzles, manipulate objects and attack (e.g., strangulation) Jodie's assailants. Players can also use Aiden to possess enemies and perform violent acts (e.g., shooting fellow SWAT members; crashing vehicles; performing self-inflicted gunshot wounds). Some of these sequences are accompanied by blood-splatter effects. In one cutscene, a bound character's eye is cut out during an interrogation—the act is obscured by a character's back. One prolonged bar sequence depicts three men attempting to rape a woman; players control Aiden and interact with objects to stop the assailants. Another sequence depicts a character propositioning a woman to perform fellatio. The game includes depictions of the central character drinking beer and smoking a marijuana in a party setting – screen distortion occurs during theses sequences. The words “f**k” and “sh*t” can be heard in the dialogue."	['Steam']	66	['Quantic Dream']	['Adventure']	['Sony Computer Entertainment, Inc. (SCEI)']	2020-06-18	2020-06-18	['Action', 'Drama', 'Science fiction', 'Thriller']				False	['Windows']	https://images.gog.com/915a5ba3542c0f539238ed8e8406e3b703665dd1f8119f22532dad9eebcf1fbf_glx_bg_top_padding_7.webp?namespace=gamesdb	https://images.gog.com/8e2f7d6ab9590d5e2241b1068d1f0a718aca34432feceabbfe36f23a97fccdbf_glx_square_icon_v2.webp?namespace=gamesdb	https://images.gog.com/52a31aa0487de96cff68bd8b267a882d6ad2f0126a8667f083d86762018ef991_glx_vertical_cover.webp?namespace=gamesdb
BFF or Die	BFF or Die	BFF or Die	BFF or Die is a cozy/crazy couch co-op puzzle game for one to four players. As time traveling aliens you’re sent on a risky rescue mission to Earth! Use your gadgets collaboratively to overcome danger and survive as a team.	['Amazon']		['ASA Studio']	['Arcade', 'Indie', 'Puzzle']	['2Awesome Studio', 'ASA Studio']	2018-09-13	2018-09-13	['Action']				False	['Windows']	https://images.gog.com/e401a652b3684473ea9a135a92409b35b0dc6d621fff8aed9a3eb4b9e5f94b76_glx_bg_top_padding_7.webp?namespace=gamesdb	https://images.gog.com/eaa122407a39a36ff15967afb046ee67785eebb6985a3df72a616dddf16722a3_glx_square_icon_v2.webp?namespace=gamesdb	https://images.gog.com/77e24c4775b132a37a5bf0c88e2347c8752a86ebf30aea9383ec5a42a7b53019_glx_vertical_cover.webp?namespace=gamesdb
Bio Menace	Bio Menace	Bio Menace	Intelligence reports indicate that a man calling himself Dr. Mangle is responsible for the mutants and the destruction of Metro. You will have to battle your way through levels packed with evil mutants and robotic guards to finally infiltrate Mangle's fortress and defeat him. You think to yourself that this will be the most dangerous mission of your life.\n\nSnake Logan is a weapons expert, and uses several throughout the game, including a high-powered machine gun and grenades.	['GOG']		['Apogee Software']	['Platform']		1993-08-03	1993-08-03	['Action', 'Science fiction']				False	['Linux', 'macOS', 'Windows']	https://images.gog.com/1268f8fcd673cc911a83597e7583adf6deaae6dd6e477386b2fc54d6e8d51cfc_glx_bg_top_padding_7.webp?namespace=gamesdb	https://images.gog.com/88d23f65d34a89831ea7f66212b7cf127a4eb335faff084d908e423f181d038a_glx_square_icon_v2.webp?namespace=gamesdb	https://images.gog.com/88d23f65d34a89831ea7f66212b7cf127a4eb335faff084d908e423f181d038a_glx_vertical_cover.webp?namespace=gamesdb
BioShock Remastered	BioShock Remastered	BioShock	BioShock is a shooter unlike any other, loaded with unique weapons and tactics. Complete with an arsenal of revolvers, shotguns, and grenade launchers, players will be forced to genetically modify their DNA to become an even deadlier weapon.	['Steam']		['Blind Squirrel Games']	['Adventure', 'Role-playing (RPG)']	['2K Games', 'Feral Interactive']	2016-09-15	2016-09-15	['Action']				False	['macOS', 'Windows']	https://images.gog.com/fe457fa38ece7c93436c6aa9f2ca789afdb9df872eb5bb8b8eb47e918a222285_glx_bg_top_padding_7.webp?namespace=gamesdb	https://images.gog.com/5148b840cdb4a8c36ace0be14875e0af17ff0d69269524afd5a528c13bbcb979_glx_square_icon_v2.webp?namespace=gamesdb	https://images.gog.com/5148b840cdb4a8c36ace0be14875e0af17ff0d69269524afd5a528c13bbcb979_glx_vertical_cover.webp?namespace=gamesdb
BioShock	BioShock	BioShock	Set in the steampunk Objectivist underwater dystopia of Rapture in the 1960's, Bioshock is a first-person shooter wherein the player arms and genetically modifies themselves in order to survive against the city's resident great minds-turned-maddened anomalies and aid a revolutionary leader named Atlas in overthrowing the city's ruling despot, Andrew Ryan.	['Steam']	93	['2K Australia', '2K Boston']	['Adventure', 'Role-playing (RPG)', 'Shooter']	['2K Games', 'Feral Interactive']	2007-08-21	2007-08-21	['Action', 'Horror', 'Science fiction']				False	['macOS', 'Windows']	https://images.gog.com/cca07f661b51e7a6493f63313c513e51a268ef5d43ac3cb73d68ed36e80490e9_glx_bg_top_padding_7.webp?namespace=gamesdb	https://images.gog.com/619cc935bbbd09ee6faf681e62b8f7310421f4d517175737f200805d991b4b7c_glx_square_icon_v2.webp?namespace=gamesdb	https://images.gog.com/30cfd064a36dd90f81aa24f5aa36e3e65f5fd6f9fe4fc3860718ac142f2105d4_glx_vertical_cover.webp?namespace=gamesdb
BioShock 2	BioShock 2	BioShock 2	A first-person shooter with secondary combat abilities and tower defence elements set after the events of BioShock (2007) in which a Big Daddy prototype named Subject Delta seeks to be reunited with his former appointed Little Sister, Eleanor, and forces through the deadly halls and locales of the underwater city of Rapture, now ruled by a collectivist psychiatrist named Sophia Lamb.	['Steam']	87	['2K China', '2K Marin', 'Darkside Game Studios']	['Adventure', 'Role-playing (RPG)', 'Shooter']	['2K Games', 'D3 Publisher', 'Take-Two Interactive']	2010-02-09	2010-02-09	['Action', 'Science fiction', 'Thriller']				False	['macOS', 'Windows']	https://images.gog.com/b1ba7d737245c994a6b50cb2a1d140e7642d3089006d7b8102f055136b3615a6_glx_bg_top_padding_7.webp?namespace=gamesdb	https://images.gog.com/3fc9c005e1c43424451055bd78e571b7dcbd90c0a8f771009bd6f40de274f735_glx_square_icon_v2.webp?namespace=gamesdb	https://images.gog.com/7fd010b23d36a8bb086ff4f2b6a321308efc2914628a01b2ced3e5309458612e_glx_vertical_cover.webp?namespace=gamesdb
BioShock 2 Remastered	BioShock 2 Remastered	BioShock 2 Remastered	In BioShock 2, you step into the boots of the most iconic denizen of Rapture, the Big Daddy, as you explore through the decrepit and beautiful fallen city, chasing an unseen foe in search of answers and your own survival.	['Steam']		['2K Australia', '2K Marin']	['Role-playing (RPG)']	['2K Games']	2016-09-15	2016-09-15	['Action']				False	['Windows']	https://images.gog.com/f96b1900ca6b38158276669e0179e9c346c01956f5a49667341fae15beced11a_glx_bg_top_padding_7.webp?namespace=gamesdb	https://images.gog.com/0fe04d361c05029d708725ea138acd5b1decb7e096d7b2283eeb717e6e3d8a2a_glx_square_icon_v2.webp?namespace=gamesdb	https://images.gog.com/0fe04d361c05029d708725ea138acd5b1decb7e096d7b2283eeb717e6e3d8a2a_glx_vertical_cover.webp?namespace=gamesdb
Bioshock Infinite	Bioshock Infinite	Bioshock 3	Bioshock Infinite is a first-person shooter title developed by Irrational Games and was released in 2013 as the third installment of the Bioshock game series. Despite tying in to the story of the other titles in the series, Bioshock Infinite is not a sequel or prequel to either game, and can instead be seen as a thematic sequel set in the same alternate history universe, despite mirroring much of the gameplay elements of the other Bioshock games.	['Steam']	93	['Irrational Games', 'Virtual Programming']	['Adventure', 'Shooter']	['2K Games']	2013-03-25	2013-03-25	['Action', 'Drama', 'Fantasy', 'Historical', 'Horror', 'Science fiction']	23			False	['Linux', 'macOS', 'Windows']	https://images.gog.com/1712b2e8feb95e9e8237299d08168c2ad9aa1c7620b3463367260b0403faab6a_glx_bg_top_padding_7.webp?namespace=gamesdb	https://images.gog.com/ce0e3763111073e3d7c5553dc47a6c884a2b1fc13aa8c5dc6d9742f55755f72c_glx_square_icon_v2.webp?namespace=gamesdb	https://images.gog.com/7f5f0b28a2d93580010dec745b655bbfa4185ac90049895baa4fce7fc12f2fdd_glx_vertical_cover.webp?namespace=gamesdb
BioShock Infinite: Burial at Sea - Episode 1	BioShock Infinite: Burial at Sea - Episode 1	BioShock Infinite Burial at Sea Episode 1	Come back to Rapture in a story that brings Booker and Elizabeth to the underwater city on the eve of its fall from grace. Developed by Irrational Games, the studio behind the original BioShock and BioShock Infinite, this DLC features Rapture as you’ve never seen it before—a shining jewel at the bottom of the ocean, built almost entirely from scratch in the BioShock Infinite engine. The combat experience has been rebalanced and reworked with a greater emphasis on stealth and resource management to give the player a combat experience that merges the best parts of BioShock and BioShock Infinite. It includes a new weapon, an old favorite weapon from the original BioShock as well as the return of the weapon wheel, a new Plasmid, new Gear and Tears.	['Steam']	75	['Irrational Games']	['Shooter']	['2K Games']	2014-03-25	2014-03-25	['Action', 'Historical', 'Science fiction', 'Stealth']				False	['macOS', 'Windows']		https://images.gog.com/b1e36956cc8b25d315da8c3ed47494bf8db2d33873a196f9686f97459cee5043_glx_square_icon_v2.webp?namespace=gamesdb	https://images.gog.com/b1e36956cc8b25d315da8c3ed47494bf8db2d33873a196f9686f97459cee5043_glx_vertical_cover.webp?namespace=gamesdb
BioShock Infinite - Season Pass	BioShock Infinite - Season Pass	BioShock Infinite Season Pass		['Steam']					2022-04-03	2022-04-03					False	['macOS', 'Windows']			
BioShock: The Collection (Steam)	BioShock: The Collection (Steam)	BioShock The Collection Steam	"""Relive the depths of Rapture and sail through Columbia in BioShock: The Collection! Remastered for current-gen, this edition includes all three BioShock games, complete with all single-player DLC and a never-before-seen video series with commentary from Ken Levine.""\n\n\n""BioShock Infinite is not being remastered on PC because it already meets current-gen console standards and runs smoothly on high visual settings.\n\nBioShock: The Collection will not include BioShock 2 multiplayer."""	['Humble Bundle']	84	['2K Games', 'Virtuos']	['Adventure', 'Role-playing (RPG)', 'Shooter']	['2K Games', 'Take-Two Interactive']	2016-09-13	2016-09-13	['Action', 'Fantasy', 'Historical', 'Horror', 'Science fiction']		Key		False	['Linux', 'macOS', 'Windows']	https://images.gog.com/23ced72d0bdf541efbba136cdbe43e9ea51bbcb7f63b5274dcaf8d606d6ac56f_glx_bg_top_padding_7.webp?namespace=gamesdb	https://images.gog.com/fee738bfd64d62ff3615e92bc7b71fd2299ae6185aebd3d11e8ed9ceee66e890_glx_square_icon_v2.webp?namespace=gamesdb	https://images.gog.com/9ade2735cdc96d18263d9a14facf3bd86d781190f5648a6fd45afe83742eb898_glx_vertical_cover.webp?namespace=gamesdb
BLACK™	BLACK™	BLACK	Black takes place in Chechnya (Southern Russia). The protagonist is a black ops soldier named Sergeant First Class Jack Kellar (portrayed by Marty Papazian). Kellar tells most of the story in first-person at an interrogation four days after the events in the story begin.\n\nKellar is an inadequately disciplined member of a CIA black ops group and a veteran of several conflicts including Guatemala, Colombia, Iran and Croatia. The unknown interrogator (portrayed by Paul Pape) questions Kellar about an arms smuggling and terrorist operation called the Seventh Wave. Seventh Wave have been responsible for a number of terrorist attacks. Kellar is told that, unless he co-operates, he and his actions will be declassified, he will be dishonorably discharged and imprisoned for life. Though initially resistant, Kellar at last agrees to tell his story.	['Xbox Live']	71	['Criterion Games']	['Shooter']	['Electronic Arts']	2006-02-24	2006-02-24	['Action']				False		https://images.gog.com/ffe5d3fd59b7c429a2c8e8351914f47932b88257171955e3a20af58e1bdf8f7c_glx_bg_top_padding_7.webp?namespace=gamesdb	https://images.gog.com/d913ab1a82a81a9a18211f61c8bc6ead6b24d675edb1556341532fdb45bd0381_glx_square_icon_v2.webp?namespace=gamesdb	https://images.gog.com/138133ec9400a4acbcad30336417131b1c79edba0ecd45018b1b775190edf918_glx_vertical_cover.webp?namespace=gamesdb
Black Desert	Black Desert	Black Desert	Black Desert Online is a large scale sandbox-oriented MMORPG that provides a variety of unique experiences with spectacular action and battle. Expect strategy-based castle sieges and sophisticated simulation content such as trade, NPC-hiring and real estate management. Black Desert Online boasts the deepest character customization system of any MMORPG on the market today.\n\nExperience fast-paced, action-packed combat, hunt monsters and huge bosses, fight with friends in a guild to siege nodes and region castles, train your life skills such as fishing, trading, crafting, cooking, and much more.\n\nPlayers will enjoy jaw-dropping graphics, intuitive skill-based combat, and an immersive story encased in our expansive world that’s just waiting to be explored. Accompanied by a Black Spirit, a companion whose destiny is intertwined with their own, players will discover the secret of the Black Stones and the history of their corrupting effects.	['Steam', 'Xbox Live']	75	['Pearl Abyss']	"['Adventure', ""Hack and slash/Beat 'em up"", 'Role-playing (RPG)', 'Strategy']"	['GameOn', 'Kakao Games']	2015-07-14	2015-07-14	['Action', 'Fantasy', 'Historical', 'Sandbox']				False	['Windows', 'Xbox One']	https://images.gog.com/82180a75fec84fbdb97a5b26ad0cd2f2cbada58128597f52f11163beac33bfeb_glx_bg_top_padding_7.webp?namespace=gamesdb	https://images.gog.com/090fe6e33b75795bb0972f075098ed2ac7f934cd428cedeff25009541f6a37e9_glx_square_icon_v2.webp?namespace=gamesdb	https://images.gog.com/eb1960343f64ee6a3b57618dac711cab8754dc33d906cdd39d28ad0ae3302bb5_glx_vertical_cover.webp?namespace=gamesdb
Black Sect 2: The Cursed Crypt (PnC Remake)	Black Sect 2: The Cursed Crypt (PnC Remake)	Black Sect 2 The Cursed Crypt PnC Remake	After stealing the magical book of spells in La Secte Noire,\nthe Black Sect has returned to terrorize the population.\n\nThey are gathering in a nearby crypt, below the dark rooms of\nthe castle of Golin the Gnome, and you have ventured into it.\n\nFind your way to the crypt through the castle filled with passages\nblocked by gates, doors and chests to be opened, buttons to be\npressed, levers to be pulled, and secret rooms...\n\nCan you annihilate this evil sect once and for all?	['IndieGala']					2022-04-03	2022-04-03					False				
Black Survival : Eternal Return	Black Survival : Eternal Return	Black Survival Eternal Return	Fend for yourself and defeat other survivors in unique and exciting top-down Survival Battle Royale gameplay. Become your favorite character and outlast your opponents by combining your wits and strategy with searching and item crafting to become the ultimate survivor.	['Steam']		['Nimble Neuron']	['Indie', 'Strategy']	['Nimble Neuron']	2020-10-14	2020-10-14					False	['Windows']	https://images.gog.com/6e485cc971d5457fb2bfa8e195313af9eb000e6ff4ffd26b67e5c966af0d54bc_glx_bg_top_padding_7.webp?namespace=gamesdb	https://images.gog.com/0a5032876497f7e87d780fd349f75f6121ca0b125cc3145ddf02f3489fd0bc06_glx_square_icon_v2.webp?namespace=gamesdb	https://images.gog.com/dbfed4d808ea890fa273914e6a9977732e9b122f95d8d8de5da1553bd3f7a254_glx_vertical_cover.webp?namespace=gamesdb
Black Widow: Recharged	Black Widow: Recharged	Black Widow Recharged	The original cult classic arachnid-starring, twin-stick shooter returns! Just in time for Halloween, Black Widow: Recharged has been reimagined for modern gameplay, with vibrant visuals, powerful new abilities, and another original soundtrack from award-winning video game composer Megan McDuffee. Aim for a high score in the old school arcade mode and earn bragging rights with your name at the top of the leaderboard. Or test your skills and rank on the boards in one of 30 intensely creative challenges, which twist the gameplay in new and exciting ways. Collect cash from downed enemies to charge a powerful web blast, or pick up one of a dozen new power-ups including explosive blasts, spread-shots, and fear, trapping all enemies in your web. Every mode and level is playable in local co-op mode with a friend.	['Epic Games Store']		['Nickervision Studios']	['Arcade']	['Atari']	2021-10-28	2021-10-28	['Action']				False	['Windows']	https://images.gog.com/d9fa1a431ad838ce7bac4466975a335d746196c20aa6671a225b793a33e6b7b8_glx_bg_top_padding_7.webp?namespace=gamesdb	https://images.gog.com/0016449c8ebc90d3b72619bf6335b959a588881a83977bc1c522158c04a71eee_glx_square_icon_v2.webp?namespace=gamesdb	https://images.gog.com/7d35684329607304d60f060c9733112299533a86d79c28efa4a8fac8f33d1439_glx_vertical_cover.webp?namespace=gamesdb
BlackSpace	BlackSpace	BlackSpace	Black Space is a shoot 'em up space game with a RPG system to upgrade your ship. This game should be hard enough to beat, so you need to prove your skill here.	['IndieGala']		['bose-agr']	['Role-playing (RPG)', 'Shooter']	['bose-agr']	2019-08-05	2019-08-05	['Science fiction']				False		https://images.gog.com/d12ab537efbcd9ae0055cd6b30d2808001bf84b3e9844f80929714a3afdc2616_glx_bg_top_padding_7.webp?namespace=gamesdb	https://images.gog.com/436790efa7a20c608055b300fd0db727d82607e673c0542959e0c348ee9659be_glx_square_icon_v2.webp?namespace=gamesdb	https://images.gog.com/436790efa7a20c608055b300fd0db727d82607e673c0542959e0c348ee9659be_glx_vertical_cover.webp?namespace=gamesdb
Blackwake	Blackwake	Blackwake	Blackwake is a multiplayer team-based shooter centered around naval battles for PC and Mac. Set during the Age of Sail, Blackwake focuses largely on team-based tactics and overall team cooperation. Organizing a ship broadside, assisting your captain in navigating various weather conditions, or just being part of the gun crew - there are many roles to be filled in this shooter.	['Humble Bundle', 'Steam']		['Mastfire Studios']	['Indie', 'Shooter', 'Simulator', 'Strategy']	['Mastfire Studios']	2017-02-24	2017-02-24	['Action', 'Historical']		Key		False	['Linux', 'macOS', 'Windows']	https://images.gog.com/396850d1207a7a0aa008b71e7983e8c3a25a954d2dd5ecfa8c78bdb372bdc558_glx_bg_top_padding_7.webp?namespace=gamesdb	https://images.gog.com/2293aeb00d30442f642de2d87ba3f451a9e3fe9c3e1ad5be6f2e5182e0f4e65a_glx_square_icon_v2.webp?namespace=gamesdb	https://images.gog.com/40b02112b847902392d4e10eb079ead984af40a07b21b672a8c7703f6f978399_glx_vertical_cover.webp?namespace=gamesdb
Blair Witch	Blair Witch	Blair Witch	Inspired by the cinematic lore of Blair Witch, experience a new story-driven psychological horror game that studies your reactions to fear and stress.	['Epic Games Store']	72	['Bloober Team']	['Adventure', 'Indie']	['Bloober Team']	2019-08-30	2019-08-30	['Action', 'Horror', 'Survival', 'Thriller']				False	['Windows']	https://images.gog.com/5c330193e253c2ef0f8a969473da4c5ed65684501e91d4fdc14785a8dbfaca12_glx_bg_top_padding_7.webp?namespace=gamesdb	https://images.gog.com/7a76bd49afe45d8fccb9bf23772e0efff639c72e23c80adab1fa33b20352c43f_glx_square_icon_v2.webp?namespace=gamesdb	https://images.gog.com/1aa151daa183983acf35f282b3963644470bc4ad938fddad524a18b90442cb30_glx_vertical_cover.webp?namespace=gamesdb
Blasphemous	Blasphemous	Blasphemous	Blasphemous is a punishing action-platformer that combines the fast-paced, skilled combat of a hack-n-slash game with a deep and evocative narrative core. Explore this nightmarish world of twisted religion and discover its many secrets hidden deep inside. Use devastating combos and brutal executions to smite the hordes of grotesque monsters and titanic bosses, who are all ready to rip your limbs off. Locate and equip relics, rosary beads and prayers that call on the powers of the heavens to aid you in your quest to break your eternal damnation.	['Amazon']	78	['The Game Kitchen']	"['Adventure', ""Hack and slash/Beat 'em up"", 'Indie', 'Platform', 'Role-playing (RPG)']"	['Team17', 'The Game Kitchen']	2019-09-10	2019-09-10	['Action', 'Fantasy']				False	['Windows']	https://images.gog.com/b93a88c65e32a988702bc5077428fcd55497bf7536be0984ff3004055881822b_glx_bg_top_padding_7.webp?namespace=gamesdb	https://images.gog.com/86bc9d21260261dcde297a4f681b748fe678ce7f6a850437212805a827dd30f8_glx_square_icon_v2.webp?namespace=gamesdb	https://images.gog.com/41c1fcb2adf39d0c78853773a77a7692bf710e162b8726135cc1494eeed22a43_glx_vertical_cover.webp?namespace=gamesdb
Blazing Chrome	Blazing Chrome	Blazing Chrome	Blazing Chrome is a classic co-op run 'n gun with an original arcade feel. Players can choose between Mavra, the badass human resistance, soldier or Doyle, the groovy rebel robot, to kick some metal ass.	['Amazon']	77	['JoyMasher']	['Arcade', 'Indie', 'Platform', 'Shooter']	['The Arcade Crew']	2019-07-11	2019-07-11	['Action', 'Science fiction']				False	['Windows']	https://images.gog.com/5d0a4bb44c6590ee278041877a844c6a2ba687bbdfc0071476e0b569e06cc3de_glx_bg_top_padding_7.webp?namespace=gamesdb	https://images.gog.com/5bf0634eb177250e6111b903f43215e3be6b200cb418433de67b7a775ba6da33_glx_square_icon_v2.webp?namespace=gamesdb	https://images.gog.com/60162581e5e7adc4a5e2343916a32e127822d1f009edfa0810489cd5c5a5aade_glx_vertical_cover.webp?namespace=gamesdb
Blazing Star	Blazing Star	Blazing Star	Blazing Star is a scrolling shooter video game for the Neo Geo home game system. It is the sequel to the acclaimed Neo Geo shooter Pulstar, which was itself a close cousin to the R-Type franchise. A typically hefty Neo Geo ROM at 346 Mb, the game makes extensive use of pseudo-3D prerendered sprites, brief anime and CGI cutscenes (mostly during the intro sequence), and frequent Engrish voice samples and captions. While Blazing Star was superior in many respects to previous shooter games, some fans compare it unfavorably with Pulstar on the basis that Blazing Star was overly easy and there are those that prefer the simpler 2D sprite look over the prerendered sprites that came to dominate many of the more recent shoot-em-ups.	['Amazon']		['Yumekobo']	['Arcade', 'Shooter']	['HAMSTER Corporation', 'SNK']	1998-01-19	1998-01-19	['Action', 'Science fiction']				False	['Windows']	https://images.gog.com/c922588aef2e714e7fc70ae9efa32f51cd8ab659744dd7bbb302b0f5e0fd0742_glx_bg_top_padding_7.webp?namespace=gamesdb	https://images.gog.com/786a91d53badff04144c7468f55094da5e65aaf594014c29a46c7005888a448b_glx_square_icon_v2.webp?namespace=gamesdb	https://images.gog.com/786a91d53badff04144c7468f55094da5e65aaf594014c29a46c7005888a448b_glx_vertical_cover.webp?namespace=gamesdb
